region,state,name,sex,age,2011,POPEST2012_CIV,POPEST2013_CIV,POPEST2014_CIV
0,0,United States,0,0,3963071,3926665,3945610,3948350
0,0,United States,0,1,3966510,3978006,3943077,3962123
0,0,United States,0,2,3971573,3979952,3992690,3957772
0,0,United States,0,3,4102501,3983049,3992425,4005190
0,0,United States,0,4,4122303,4112638,3994047,4003448
0,0,United States,0,5,4087713,4132210,4123408,4004858
0,0,United States,0,6,4074979,4097780,4143094,4134352
0,0,United States,0,7,4083240,4084964,4108615,4154000
0,0,United States,0,8,4053206,4093213,4095827,4119524
0,0,United States,0,9,4035769,4063193,4104133,4106832
0,0,United States,0,10,4135617,4045840,4074206,4115254
0,0,United States,0,11,4197472,4145919,4057128,4085636
0,0,United States,0,12,4126168,4208013,4157449,4068790
0,0,United States,0,13,4124244,4136951,4219776,4169346
0,0,United States,0,14,4131487,4135749,4149559,4232480
0,0,United States,0,15,4158977,4144326,4149781,4163723
0,0,United States,0,16,4247472,4174855,4161624,4167234
0,0,United States,0,17,4334068,4267749,4196868,4184077
0,0,United States,0,18,4387329,4345329,4279458,4209973
0,0,United States,0,19,4473487,4382504,4336314,4274100
0,0,United States,0,20,4538720,4489348,4395655,4353919
0,0,United States,0,21,4521606,4561557,4509570,4418106
0,0,United States,0,22,4337270,4548601,4589669,4537358
0,0,United States,0,23,4239942,4371774,4585110,4625145
0,0,United States,0,24,4174013,4275219,4409458,4622549
0,0,United States,0,25,4201927,4208137,4311735,4445674
0,0,United States,0,26,4249828,4233660,4242696,4345824
0,0,United States,0,27,4126053,4279752,4267316,4276071
0,0,United States,0,28,4204882,4152946,4309863,4298220
0,0,United States,0,29,4218005,4229272,4179978,4337242
0,0,United States,0,30,4183349,4239152,4253262,4204555
0,0,United States,0,31,4278747,4202021,4259974,4274545
0,0,United States,0,32,4018775,4295361,4221130,4279181
0,0,United States,0,33,3946022,4033119,4312243,4238291
0,0,United States,0,34,3912522,3958877,4047572,4327332
0,0,United States,0,35,3802767,3924078,3972004,4060723
0,0,United States,0,36,3927065,3812394,3934902,3983377
0,0,United States,0,37,3808786,3935464,3822094,3944638
0,0,United States,0,38,3874238,3816898,3944564,3831675
0,0,United States,0,39,4058278,3882277,3826277,3954384
0,0,United States,0,40,4301034,4065017,3890005,3834416
0,0,United States,0,41,4365240,4305639,4071013,3896141
0,0,United States,0,42,4143998,4368743,4310147,4076296
0,0,United States,0,43,4065610,4146526,4371447,4313988
0,0,United States,0,44,4078017,4067033,4148307,4373174
0,0,United States,0,45,4162756,4077951,4067091,4148659
0,0,United States,0,46,4422363,4160316,4076053,4065488
0,0,United States,0,47,4512878,4417529,4156638,4072981
0,0,United States,0,48,4517985,4505576,4410810,4151130
0,0,United States,0,49,4517283,4508687,4496710,4402564
0,0,United States,0,50,4580845,4505772,4497577,4486171
0,0,United States,0,51,4627376,4566807,4492218,4484514
0,0,United States,0,52,4479505,4610981,4550667,4477147
0,0,United States,0,53,4459907,4461486,4592866,4533392
0,0,United States,0,54,4417255,4439950,4441824,4572917
0,0,United States,0,55,4265317,4395226,4418026,4420322
0,0,United States,0,56,4235079,4242253,4371384,4394523
0,0,United States,0,57,4068251,4210403,4217503,4346438
0,0,United States,0,58,3920624,4042662,4183593,4191151
0,0,United States,0,59,3775599,3894030,4014624,4155005
0,0,United States,0,60,3666890,3747814,3864935,3985150
0,0,United States,0,61,3588332,3637575,3717561,3834276
0,0,United States,0,62,3489568,3557642,3605886,3685772
0,0,United States,0,63,3461368,3456741,3523865,3572353
0,0,United States,0,64,3614293,3425840,3421011,3488075
0,0,United States,0,65,2675970,3574805,3388166,3384449
0,0,United States,0,66,2646389,2644091,3531557,3347776
0,0,United States,0,67,2586335,2612156,2609726,3485502
0,0,United States,0,68,2654140,2548804,2574784,2572527
0,0,United States,0,69,2321963,2612207,2508782,2535012
0,0,United States,0,70,2129733,2282169,2567340,2466485
0,0,United States,0,71,2023019,2090057,2239534,2519748
0,0,United States,0,72,1912459,1981768,2047549,2194234
0,0,United States,0,73,1840179,1869510,1937455,2002191
0,0,United States,0,74,1705665,1794816,1823535,1890366
0,0,United States,0,75,1638735,1659415,1746314,1774697
0,0,United States,0,76,1581387,1589617,1609791,1694648
0,0,United States,0,77,1430885,1529072,1537153,1557239
0,0,United States,0,78,1394601,1378456,1473161,1481505
0,0,United States,0,79,1343759,1338342,1322661,1414235
0,0,United States,0,80,1292479,1283654,1278653,1264072
0,0,United States,0,81,1252515,1228370,1219980,1216009
0,0,United States,0,82,1143972,1183753,1160857,1153634
0,0,United States,0,83,1085393,1073879,1111333,1090465
0,0,United States,0,84,1005439,1011221,1000403,1036186
0,0,United States,0,85,5701611,5878746,6034307,6162231
0,0,United States,0,999,310503982,312871919,315254963,317631125
0,0,United States,1,0,2028434,2007693,2015537,2017857
0,0,United States,1,1,2025493,2035380,2015352,2023253
0,0,United States,1,2,2026975,2032008,2042522,2022502
0,0,United States,1,3,2094310,2032562,2038085,2048618
0,0,United States,1,4,2106354,2099244,2037953,2043498
0,0,United States,1,5,2089461,2111381,2104725,2043467
0,0,United States,1,6,2081802,2094576,2116922,2110328
0,0,United States,1,7,2084356,2086621,2099841,2122240
0,0,United States,1,8,2067977,2089102,2091869,2105122
0,0,United States,1,9,2059312,2072752,2094425,2097272
0,0,United States,1,10,2111886,2064128,2078108,2099874
0,0,United States,1,11,2147112,2116780,2069595,2083687
0,0,United States,1,12,2109811,2152093,2122312,2075243
0,0,United States,1,13,2108976,2115010,2157858,2128187
0,0,United States,1,14,2110785,2114607,2121285,2164228
0,0,United States,1,15,2129579,2117125,2121660,2128424
0,0,United States,1,16,2179123,2137897,2126276,2130938
0,0,United States,1,17,2226123,2189868,2149597,2138356
0,0,United States,1,18,2254164,2227770,2191420,2152330
0,0,United States,1,19,2282108,2240662,2210017,2176832
0,0,United States,1,20,2298277,2286087,2241774,2214800
0,0,United States,1,21,2282570,2307917,2292703,2250405
0,0,United States,1,22,2187619,2295057,2320496,2304963
0,0,United States,1,23,2136981,2205934,2314080,2338690
0,0,United States,1,24,2102603,2155079,2225150,2333175
0,0,United States,1,25,2113798,2119434,2172898,2242665
0,0,United States,1,26,2132045,2129191,2136152,2189492
0,0,United States,1,27,2062499,2146823,2146321,2152996
0,0,United States,1,28,2098480,2075452,2161786,2162102
0,0,United States,1,29,2101562,2110362,2088945,2175700
0,0,United States,1,30,2081799,2111717,2122245,2101329
0,0,United States,1,31,2138963,2090782,2122002,2132843
0,0,United States,1,32,1999908,2146876,2100309,2131589
0,0,United States,1,33,1961939,2006499,2155164,2108839
0,0,United States,1,34,1940344,1967643,2013096,2162330
0,0,United States,1,35,1886916,1945375,1973504,2019067
0,0,United States,1,36,1951901,1890855,1949916,1978529
0,0,United States,1,37,1884766,1955261,1894817,1953898
0,0,United States,1,38,1911131,1888199,1959075,1898939
0,0,United States,1,39,2005634,1915003,1892869,1964072
0,0,United States,1,40,2125665,2008882,1918654,1896789
0,0,United States,1,41,2167863,2127552,2011547,1921390
0,0,United States,1,42,2055229,2169385,2129680,2014219
0,0,United States,1,43,2015618,2056285,2170379,2131605
0,0,United States,1,44,2016272,2015903,2056625,2170755
0,0,United States,1,45,2060400,2015788,2015188,2056188
0,0,United States,1,46,2187978,2058453,2013903,2013434
0,0,United States,1,47,2224986,2184632,2055531,2011428
0,0,United States,1,48,2224178,2220019,2179914,2051541
0,0,United States,1,49,2222159,2218088,2214094,2174328
0,0,United States,1,50,2249190,2214710,2210698,2207130
0,0,United States,1,51,2277418,2239894,2205644,2201906
0,0,United States,1,52,2196251,2266637,2229180,2195581
0,0,United States,1,53,2182870,2184385,2254496,2217669
0,0,United States,1,54,2155837,2169820,2171397,2241310
0,0,United States,1,55,2076086,2141423,2155381,2157203
0,0,United States,1,56,2059143,2060988,2125846,2139953
0,0,United States,1,57,1967968,2042882,2044799,2109557
0,0,United States,1,58,1892762,1951289,2025285,2027481
0,0,United States,1,59,1820959,1875451,1932980,2006583
0,0,United States,1,60,1761487,1802962,1856608,1913854
0,0,United States,1,61,1723921,1742610,1783562,1836958
0,0,United States,1,62,1672300,1704536,1722650,1763466
0,0,United States,1,63,1658212,1652100,1683478,1701803
0,0,United States,1,64,1730876,1636515,1630014,1661418
0,0,United States,1,65,1273438,1706913,1613480,1607688
0,0,United States,1,66,1253330,1254189,1680827,1589127
0,0,United States,1,67,1219019,1232744,1233519,1653257
0,0,United States,1,68,1246793,1196885,1210686,1211480
0,0,United States,1,69,1083669,1222415,1173646,1187554
0,0,United States,1,70,984951,1060914,1196554,1149247
0,0,United States,1,71,931583,962369,1036549,1169356
0,0,United States,1,72,879983,908290,938375,1010896
0,0,United States,1,73,838115,855862,883491,913008
0,0,United States,1,74,770008,812997,830315,857432
0,0,United States,1,75,733029,744698,786381,803434
0,0,United States,1,76,698498,706528,717882,758378
0,0,United States,1,77,626578,670716,678575,689822
0,0,United States,1,78,602296,599030,641341,649209
0,0,United States,1,79,572622,573208,570077,610723
0,0,United States,1,80,542198,542008,542740,540032
0,0,United States,1,81,515677,510046,509963,511090
0,0,United States,1,82,462452,481848,476664,476976
0,0,United States,1,83,427993,428735,446891,442449
0,0,United States,1,84,387657,393312,394125,411265
0,0,United States,1,85,1884378,1967082,2042164,2108869
0,0,United States,1,999,152263771,153478783,154690439,155903520
0,0,United States,2,0,1934637,1918972,1930073,1930493
0,0,United States,2,1,1941017,1942626,1927725,1938870
0,0,United States,2,2,1944598,1947944,1950168,1935270
0,0,United States,2,3,2008191,1950487,1954340,1956572
0,0,United States,2,4,2015949,2013394,1956094,1959950
0,0,United States,2,5,1998252,2020829,2018683,1961391
0,0,United States,2,6,1993177,2003204,2026172,2024024
0,0,United States,2,7,1998884,1998343,2008774,2031760
0,0,United States,2,8,1985229,2004111,2003958,2014402
0,0,United States,2,9,1976457,1990441,2009708,2009560
0,0,United States,2,10,2023731,1981712,1996098,2015380
0,0,United States,2,11,2050360,2029139,1987533,2001949
0,0,United States,2,12,2016357,2055920,2035137,1993547
0,0,United States,2,13,2015268,2021941,2061918,2041159
0,0,United States,2,14,2020702,2021142,2028274,2068252
0,0,United States,2,15,2029398,2027201,2028121,2035299
0,0,United States,2,16,2068349,2036958,2035348,2036296
0,0,United States,2,17,2107945,2077881,2047271,2045721
0,0,United States,2,18,2133165,2117559,2088038,2057643
0,0,United States,2,19,2191379,2141842,2126297,2097268
0,0,United States,2,20,2240443,2203261,2153881,2139119
0,0,United States,2,21,2239036,2253640,2216867,2167701
0,0,United States,2,22,2149651,2253544,2269173,2232395
0,0,United States,2,23,2102961,2165840,2271030,2286455
0,0,United States,2,24,2071410,2120140,2184308,2289374
0,0,United States,2,25,2088129,2088703,2138837,2203009
0,0,United States,2,26,2117783,2104469,2106544,2156332
0,0,United States,2,27,2063554,2132929,2120995,2123075
0,0,United States,2,28,2106402,2077494,2148077,2136118
0,0,United States,2,29,2116443,2118910,2091033,2161542
0,0,United States,2,30,2101550,2127435,2131017,2103226
0,0,United States,2,31,2139784,2111239,2137972,2141702
0,0,United States,2,32,2018867,2148485,2120821,2147592
0,0,United States,2,33,1984083,2026620,2157079,2129452
0,0,United States,2,34,1972178,1991234,2034476,2165002
0,0,United States,2,35,1915851,1978703,1998500,2041656
0,0,United States,2,36,1975164,1921539,1984986,2004848
0,0,United States,2,37,1924020,1980203,1927277,1990740
0,0,United States,2,38,1963107,1928699,1985489,1932736
0,0,United States,2,39,2052644,1967274,1933408,1990312
0,0,United States,2,40,2175369,2056135,1971351,1937627
0,0,United States,2,41,2197377,2178087,2059466,1974751
0,0,United States,2,42,2088769,2199358,2180467,2062077
0,0,United States,2,43,2049992,2090241,2201068,2182383
0,0,United States,2,44,2061745,2051130,2091682,2202419
0,0,United States,2,45,2102356,2062163,2051903,2092471
0,0,United States,2,46,2234385,2101863,2062150,2052054
0,0,United States,2,47,2287892,2232897,2101107,2061553
0,0,United States,2,48,2293807,2285557,2230896,2099589
0,0,United States,2,49,2295124,2290599,2282616,2228236
0,0,United States,2,50,2331655,2291062,2286879,2279041
0,0,United States,2,51,2349958,2326913,2286574,2282608
0,0,United States,2,52,2283254,2344344,2321487,2281566
0,0,United States,2,53,2277037,2277101,2338370,2315723
0,0,United States,2,54,2261418,2270130,2270427,2331607
0,0,United States,2,55,2189231,2253803,2262645,2263119
0,0,United States,2,56,2175936,2181265,2245538,2254570
0,0,United States,2,57,2100283,2167521,2172704,2236881
0,0,United States,2,58,2027862,2091373,2158308,2163670
0,0,United States,2,59,1954640,2018579,2081644,2148422
0,0,United States,2,60,1905403,1944852,2008327,2071296
0,0,United States,2,61,1864411,1894965,1933999,1997318
0,0,United States,2,62,1817268,1853106,1883236,1922306
0,0,United States,2,63,1803156,1804641,1840387,1870550
0,0,United States,2,64,1883417,1789325,1790997,1826657
0,0,United States,2,65,1402532,1867892,1774686,1776761
0,0,United States,2,66,1393059,1389902,1850730,1758649
0,0,United States,2,67,1367316,1379412,1376207,1832245
0,0,United States,2,68,1407347,1351919,1364098,1361047
0,0,United States,2,69,1238294,1389792,1335136,1347458
0,0,United States,2,70,1144782,1221255,1370786,1317238
0,0,United States,2,71,1091436,1127688,1202985,1350392
0,0,United States,2,72,1032476,1073478,1109174,1183338
0,0,United States,2,73,1002064,1013648,1053964,1089183
0,0,United States,2,74,935657,981819,993220,1032934
0,0,United States,2,75,905706,914717,959933,971263
0,0,United States,2,76,882889,883089,891909,936270
0,0,United States,2,77,804307,858356,858578,867417
0,0,United States,2,78,792305,779426,831820,832296
0,0,United States,2,79,771137,765134,752584,803512
0,0,United States,2,80,750281,741646,735913,724040
0,0,United States,2,81,736838,718324,710017,704919
0,0,United States,2,82,681520,701905,684193,676658
0,0,United States,2,83,657400,645144,664442,648016
0,0,United States,2,84,617782,617909,606278,624921
0,0,United States,2,85,3817233,3911664,3992143,4053362
3,1,Alabama,0,0,59219,58621,57651,57854
3,1,Alabama,0,1,60274,59441,58893,58028
3,1,Alabama,0,2,59912,60226,59382,58953
3,1,Alabama,0,3,62094,59910,60232,59449
3,1,Alabama,0,4,62092,62035,59911,60421
3,1,Alabama,0,5,61317,62105,61971,60219
3,1,Alabama,0,6,60773,61204,62114,62116
3,1,Alabama,0,7,61014,60787,61296,62265
3,1,Alabama,0,8,60675,61067,60823,61528
3,1,Alabama,0,9,61273,60707,61200,60922
3,1,Alabama,0,10,64353,61471,60776,61414
3,1,Alabama,0,11,65453,64381,61501,60933
3,1,Alabama,0,12,63868,65675,64502,61672
3,1,Alabama,0,13,64172,63889,65679,64515
3,1,Alabama,0,14,63597,64419,63981,65920
3,1,Alabama,0,15,63012,63158,64145,64079
3,1,Alabama,0,16,65320,62462,63232,64179
3,1,Alabama,0,17,67292,65612,63073,63098
3,1,Alabama,0,18,66186,65593,64393,61614
3,1,Alabama,0,19,68679,66189,65916,64161
3,1,Alabama,0,20,72753,69627,67485,66698
3,1,Alabama,0,21,72824,73219,70383,67785
3,1,Alabama,0,22,68925,73320,73828,70476
3,1,Alabama,0,23,65837,68697,73216,73222
3,1,Alabama,0,24,63159,64654,67667,72144
3,1,Alabama,0,25,61996,62050,63793,66622
3,1,Alabama,0,26,62106,61559,61638,63371
3,1,Alabama,0,27,60234,61818,61179,61062
3,1,Alabama,0,28,61164,59913,61851,60959
3,1,Alabama,0,29,61274,61317,59656,61712
3,1,Alabama,0,30,61735,61234,61286,59781
3,1,Alabama,0,31,63189,61650,61134,61262
3,1,Alabama,0,32,59583,63057,61713,61136
3,1,Alabama,0,33,58865,59595,63156,61704
3,1,Alabama,0,34,58484,58965,59532,63213
3,1,Alabama,0,35,56364,58466,58873,59431
3,1,Alabama,0,36,58575,56332,58485,58927
3,1,Alabama,0,37,57518,58422,56250,58246
3,1,Alabama,0,38,59319,57732,58643,56406
3,1,Alabama,0,39,62183,58990,57603,58461
3,1,Alabama,0,40,65620,62060,59100,57706
3,1,Alabama,0,41,64871,65852,62313,59310
3,1,Alabama,0,42,61161,64857,65777,62236
3,1,Alabama,0,43,59969,61255,64985,65918
3,1,Alabama,0,44,60342,60019,61413,64930
3,1,Alabama,0,45,62510,60080,59871,61256
3,1,Alabama,0,46,67065,62521,60204,59894
3,1,Alabama,0,47,68482,67151,62548,60249
3,1,Alabama,0,48,68530,68332,67004,62444
3,1,Alabama,0,49,69278,68369,68272,66948
3,1,Alabama,0,50,70096,68896,68239,68091
3,1,Alabama,0,51,70839,70004,68811,68031
3,1,Alabama,0,52,69056,70586,69961,68616
3,1,Alabama,0,53,69123,68647,70171,69675
3,1,Alabama,0,54,69688,68663,68301,69909
3,1,Alabama,0,55,67393,69211,68241,67878
3,1,Alabama,0,56,66653,66946,68821,67801
3,1,Alabama,0,57,64538,66092,66440,68333
3,1,Alabama,0,58,61761,64116,65702,65940
3,1,Alabama,0,59,60181,61396,63616,65223
3,1,Alabama,0,60,58405,59432,60873,63001
3,1,Alabama,0,61,57810,57965,58834,60199
3,1,Alabama,0,62,57276,57386,57333,58270
3,1,Alabama,0,63,57013,56631,56693,56669
3,1,Alabama,0,64,59453,56353,55881,56038
3,1,Alabama,0,65,44099,58760,55613,55261
3,1,Alabama,0,66,44130,43559,57920,54898
3,1,Alabama,0,67,43361,43420,42741,57098
3,1,Alabama,0,68,44674,42617,42586,41922
3,1,Alabama,0,69,38838,43897,41747,41810
3,1,Alabama,0,70,36003,38070,42960,41038
3,1,Alabama,0,71,34812,35086,37081,41973
3,1,Alabama,0,72,33025,33891,34218,36239
3,1,Alabama,0,73,31782,32049,32870,33277
3,1,Alabama,0,74,29215,30877,31140,31912
3,1,Alabama,0,75,28190,28212,29847,30104
3,1,Alabama,0,76,27146,27179,27252,28866
3,1,Alabama,0,77,24319,26048,26017,26169
3,1,Alabama,0,78,23249,23269,24920,24935
3,1,Alabama,0,79,21902,21941,21901,23584
3,1,Alabama,0,80,20697,20746,20786,20782
3,1,Alabama,0,81,19834,19483,19595,19703
3,1,Alabama,0,82,17662,18464,18026,18311
3,1,Alabama,0,83,16603,16372,17070,16703
3,1,Alabama,0,84,15213,15306,15071,15780
3,1,Alabama,0,85,77676,80191,81860,83567
3,1,Alabama,0,999,4786205,4801826,4818667,4834455
3,1,Alabama,1,0,30427,29734,29279,29508
3,1,Alabama,1,1,30667,30517,29841,29451
3,1,Alabama,1,2,30577,30659,30508,29879
3,1,Alabama,1,3,31578,30560,30629,30513
3,1,Alabama,1,4,31761,31587,30577,30764
3,1,Alabama,1,5,31232,31779,31547,30709
3,1,Alabama,1,6,30977,31184,31732,31585
3,1,Alabama,1,7,31109,30974,31228,31826
3,1,Alabama,1,8,30923,31168,31030,31407
3,1,Alabama,1,9,31195,30905,31241,31022
3,1,Alabama,1,10,32801,31280,30952,31293
3,1,Alabama,1,11,33357,32810,31328,30989
3,1,Alabama,1,12,32511,33512,32935,31424
3,1,Alabama,1,13,32852,32487,33478,32920
3,1,Alabama,1,14,32663,32971,32487,33639
3,1,Alabama,1,15,32175,32431,32740,32518
3,1,Alabama,1,16,33372,31786,32360,32675
3,1,Alabama,1,17,34504,33390,32034,32239
3,1,Alabama,1,18,33887,33577,32633,31138
3,1,Alabama,1,19,34701,33609,33358,32222
3,1,Alabama,1,20,35797,34759,33807,33379
3,1,Alabama,1,21,36041,35912,35141,33990
3,1,Alabama,1,22,34276,36431,36498,35460
3,1,Alabama,1,23,32729,34174,36413,36141
3,1,Alabama,1,24,31284,32056,33609,35841
3,1,Alabama,1,25,30450,30492,31521,32831
3,1,Alabama,1,26,30478,30109,30284,31296
3,1,Alabama,1,27,29274,30218,29835,29869
3,1,Alabama,1,28,29942,29025,30236,29702
3,1,Alabama,1,29,29863,30059,28746,30110
3,1,Alabama,1,30,30201,29841,30102,28835
3,1,Alabama,1,31,31049,30203,29850,30071
3,1,Alabama,1,32,29052,30870,30204,29730
3,1,Alabama,1,33,28612,28996,30822,30174
3,1,Alabama,1,34,28512,28679,28965,30900
3,1,Alabama,1,35,27398,28380,28529,28794
3,1,Alabama,1,36,28489,27345,28328,28455
3,1,Alabama,1,37,27847,28281,27219,28157
3,1,Alabama,1,38,28555,27990,28451,27268
3,1,Alabama,1,39,30202,28339,27977,28359
3,1,Alabama,1,40,31942,30071,28372,28080
3,1,Alabama,1,41,31697,32013,30244,28480
3,1,Alabama,1,42,29786,31627,31958,30125
3,1,Alabama,1,43,29172,29925,31747,32051
3,1,Alabama,1,44,29458,29219,30062,31783
3,1,Alabama,1,45,30476,29285,29119,29918
3,1,Alabama,1,46,32712,30502,29345,29147
3,1,Alabama,1,47,33395,32702,30440,29269
3,1,Alabama,1,48,33151,33317,32566,30334
3,1,Alabama,1,49,33635,33025,33263,32487
3,1,Alabama,1,50,33923,33434,32937,33183
3,1,Alabama,1,51,34546,33874,33460,32811
3,1,Alabama,1,52,33354,34381,33830,33286
3,1,Alabama,1,53,33281,33144,34063,33614
3,1,Alabama,1,54,33690,33004,32955,33902
3,1,Alabama,1,55,32629,33450,32736,32686
3,1,Alabama,1,56,32023,32291,33131,32461
3,1,Alabama,1,57,30786,31680,31978,32847
3,1,Alabama,1,58,29511,30507,31419,31636
3,1,Alabama,1,59,28733,29295,30186,31164
3,1,Alabama,1,60,27875,28322,28933,29788
3,1,Alabama,1,61,27532,27543,27938,28491
3,1,Alabama,1,62,27197,27270,27178,27601
3,1,Alabama,1,63,27131,26786,26857,26774
3,1,Alabama,1,64,28334,26715,26327,26424
3,1,Alabama,1,65,20759,27864,26268,25946
3,1,Alabama,1,66,20703,20409,27389,25827
3,1,Alabama,1,67,20319,20278,19912,26860
3,1,Alabama,1,68,20665,19865,19784,19445
3,1,Alabama,1,69,17906,20223,19316,19302
3,1,Alabama,1,70,16560,17456,19692,18821
3,1,Alabama,1,71,15791,16079,16892,19132
3,1,Alabama,1,72,14849,15301,15598,16456
3,1,Alabama,1,73,14087,14354,14752,15118
3,1,Alabama,1,74,12929,13621,13869,14251
3,1,Alabama,1,75,12317,12364,13040,13271
3,1,Alabama,1,76,11756,11798,11833,12506
3,1,Alabama,1,77,10384,11186,11198,11255
3,1,Alabama,1,78,9829,9804,10581,10588
3,1,Alabama,1,79,9075,9235,9190,9958
3,1,Alabama,1,80,8230,8459,8580,8579
3,1,Alabama,1,81,7787,7677,7927,8053
3,1,Alabama,1,82,6824,7191,7050,7352
3,1,Alabama,1,83,6144,6235,6542,6452
3,1,Alabama,1,84,5468,5544,5649,5918
3,1,Alabama,1,85,23944,25124,25889,26700
3,1,Alabama,1,999,2315615,2322528,2330449,2337215
3,1,Alabama,2,0,28792,28887,28372,28346
3,1,Alabama,2,1,29607,28924,29052,28577
3,1,Alabama,2,2,29335,29567,28874,29074
3,1,Alabama,2,3,30516,29350,29603,28936
3,1,Alabama,2,4,30331,30448,29334,29657
3,1,Alabama,2,5,30085,30326,30424,29510
3,1,Alabama,2,6,29796,30020,30382,30531
3,1,Alabama,2,7,29905,29813,30068,30439
3,1,Alabama,2,8,29752,29899,29793,30121
3,1,Alabama,2,9,30078,29802,29959,29900
3,1,Alabama,2,10,31552,30191,29824,30121
3,1,Alabama,2,11,32096,31571,30173,29944
3,1,Alabama,2,12,31357,32163,31567,30248
3,1,Alabama,2,13,31320,31402,32201,31595
3,1,Alabama,2,14,30934,31448,31494,32281
3,1,Alabama,2,15,30837,30727,31405,31561
3,1,Alabama,2,16,31948,30676,30872,31504
3,1,Alabama,2,17,32788,32222,31039,30859
3,1,Alabama,2,18,32299,32016,31760,30476
3,1,Alabama,2,19,33978,32580,32558,31939
3,1,Alabama,2,20,36956,34868,33678,33319
3,1,Alabama,2,21,36783,37307,35242,33795
3,1,Alabama,2,22,34649,36889,37330,35016
3,1,Alabama,2,23,33108,34523,36803,37081
3,1,Alabama,2,24,31875,32598,34058,36303
3,1,Alabama,2,25,31546,31558,32272,33791
3,1,Alabama,2,26,31628,31450,31354,32075
3,1,Alabama,2,27,30960,31600,31344,31193
3,1,Alabama,2,28,31222,30888,31615,31257
3,1,Alabama,2,29,31411,31258,30910,31602
3,1,Alabama,2,30,31534,31393,31184,30946
3,1,Alabama,2,31,32140,31447,31284,31191
3,1,Alabama,2,32,30531,32187,31509,31406
3,1,Alabama,2,33,30253,30599,32334,31530
3,1,Alabama,2,34,29972,30286,30567,32313
3,1,Alabama,2,35,28966,30086,30344,30637
3,1,Alabama,2,36,30086,28987,30157,30472
3,1,Alabama,2,37,29671,30141,29031,30089
3,1,Alabama,2,38,30764,29742,30192,29138
3,1,Alabama,2,39,31981,30651,29626,30102
3,1,Alabama,2,40,33678,31989,30728,29626
3,1,Alabama,2,41,33174,33839,32069,30830
3,1,Alabama,2,42,31375,33230,33819,32111
3,1,Alabama,2,43,30797,31330,33238,33867
3,1,Alabama,2,44,30884,30800,31351,33147
3,1,Alabama,2,45,32034,30795,30752,31338
3,1,Alabama,2,46,34353,32019,30859,30747
3,1,Alabama,2,47,35087,34449,32108,30980
3,1,Alabama,2,48,35379,35015,34438,32110
3,1,Alabama,2,49,35643,35344,35009,34461
3,1,Alabama,2,50,36173,35462,35302,34908
3,1,Alabama,2,51,36293,36130,35351,35220
3,1,Alabama,2,52,35702,36205,36131,35330
3,1,Alabama,2,53,35842,35503,36108,36061
3,1,Alabama,2,54,35998,35659,35346,36007
3,1,Alabama,2,55,34764,35761,35505,35192
3,1,Alabama,2,56,34630,34655,35690,35340
3,1,Alabama,2,57,33752,34412,34462,35486
3,1,Alabama,2,58,32250,33609,34283,34304
3,1,Alabama,2,59,31448,32101,33430,34059
3,1,Alabama,2,60,30530,31110,31940,33213
3,1,Alabama,2,61,30278,30422,30896,31708
3,1,Alabama,2,62,30079,30116,30155,30669
3,1,Alabama,2,63,29882,29845,29836,29895
3,1,Alabama,2,64,31119,29638,29554,29614
3,1,Alabama,2,65,23340,30896,29345,29315
3,1,Alabama,2,66,23427,23150,30531,29071
3,1,Alabama,2,67,23042,23142,22829,30238
3,1,Alabama,2,68,24009,22752,22802,22477
3,1,Alabama,2,69,20932,23674,22431,22508
3,1,Alabama,2,70,19443,20614,23268,22217
3,1,Alabama,2,71,19021,19007,20189,22841
3,1,Alabama,2,72,18176,18590,18620,19783
3,1,Alabama,2,73,17695,17695,18118,18159
3,1,Alabama,2,74,16286,17256,17271,17661
3,1,Alabama,2,75,15873,15848,16807,16833
3,1,Alabama,2,76,15390,15381,15419,16360
3,1,Alabama,2,77,13935,14862,14819,14914
3,1,Alabama,2,78,13420,13465,14339,14347
3,1,Alabama,2,79,12827,12706,12711,13626
3,1,Alabama,2,80,12467,12287,12206,12203
3,1,Alabama,2,81,12047,11806,11668,11650
3,1,Alabama,2,82,10838,11273,10976,10959
3,1,Alabama,2,83,10459,10137,10528,10251
3,1,Alabama,2,84,9745,9762,9422,9862
3,1,Alabama,2,85,53732,55067,55971,56867
3,1,Alabama,2,999,2470590,2479298,2488218,2497240
4,2,Alaska,0,0,11739,11090,11199,11157
4,2,Alaska,0,1,10779,11618,10910,11048
4,2,Alaska,0,2,10871,10639,11522,10713
4,2,Alaska,0,3,10993,10805,10531,11413
4,2,Alaska,0,4,10774,10921,10731,10377
4,2,Alaska,0,5,10559,10700,10761,10536
4,2,Alaska,0,6,10290,10554,10571,10640
4,2,Alaska,0,7,10266,10275,10514,10352
4,2,Alaska,0,8,10175,10225,10157,10418
4,2,Alaska,0,9,10058,10133,10181,9987
4,2,Alaska,0,10,10136,9999,10049,9970
4,2,Alaska,0,11,10505,10110,9968,9915
4,2,Alaska,0,12,10172,10531,9979,9844
4,2,Alaska,0,13,9995,10126,10478,9798
4,2,Alaska,0,14,10022,9991,10072,10255
4,2,Alaska,0,15,10136,10072,9927,10065
4,2,Alaska,0,16,10290,10095,10148,9944
4,2,Alaska,0,17,10679,10375,10313,10111
4,2,Alaska,0,18,9990,9710,9468,9424
